word,frequency
reporting,0
reproduce,0
republic,0
republican,0
requirement,0
researcher,0
resign,0
resolution,0
resolve,0
respond,0
respondent,0
responsibility,0
restrict,0
retailer,0
retirement,0
rhetoric,0
robot,0
role,0
routine,0
routinely,0
rumor,0
sanction,0
scary,0
scenario,0
scholarship,0
script,0
scrutiny,0
sculpture,0
secondary,0
sector,0
segment,0
seldom,0
self-esteem,0
seminar,0
senate,0
senator,0
sensitivity,0
sensor,0
sexuality,0
sexually,0
sexy,0
short-term,0
shortage,0
shrimp,0
shuttle,0
sibling,0
sidewalk,0
significantly,0
site,0
skeptical,0
ski,0
skiing,0
skilled,0
skip,0
slam,0
slavery,0
so-called,0
soccer,0
socially,0
sodium,0
software,0
solve,0
someday,0
sophisticated,0
sovereignty,0
soviet,0
specialize,0
specialty,0
specific,0
specifically,0
specify,0
spectrum,0
speculate,0
spending,0
spokesman,0
sponsor,0
stadium,0
stance,0
starter,0
statistic,0
statistical,0
steadily,0
steep,0
stem,0
stereotype,0
storage,0
stove,0
strategic,0
strengthen,0
studio,0
submit,0
subsidy,0
suite,0
summary,0
supermarket,0
supervisor,0
supplier,0
supporter,0
supportive,0
supposedly,0
suppress,0
surprising,0
surprisingly,0
surveillance,0
survive,0
survivor,0
sustain,0
sustainable,0
sweater,0
symbolic,0
syndrome,0
t-shirt,0
tablespoon,0
tactic,0
talented,0
teammate,0
teaspoon,0
technical,0
technician,0
technique,0
technological,0
technology,0
teenage,0
teenager,0
television,0
tent,0
terrain,0
terrorism,0
terrorist,0
testify,0
testing,0
textbook,0
texture,0
theater,0
therapist,0
therapy,0
threaten,0
thrive,0
tile,0
tire,0
tolerance,0
tolerate,0
touchdown,0
tourism,0
tournament,0
toxic,0
traditionally,0
trailer,0
trainer,0
trait,0
translate,0
transmission,0
transportation,0
traveler,0
treatment,0
trigger,0
tumor,0
tv,0
twentieth,0
two-thirds,0
typically,0
uh,0
uncomfortable,0
undergo,0
underlying,0
undermine,0
undertake,0
unemployment,0
unite,0
unity,0
unprecedented,0
update,0
user,0
utilize,0
vacation,0
vaccine,0
valid,0
validity,0
venture,0
video,0
videotape,0
viewer,0
virtual,0
virtually,0
vitamin,0
voter,0
wagon,0
weaken,0
website,0
weekend,0
weigh,0
welfare,0
well-being,0
well-known,0
wheelchair,0
wildlife,0
willingness,0
withdrawal,0
workout,0
workplace,0
worldwide,0
yeah,0
